Id,Prediction
193,3726249.093
194,4815215.251
195,3765572.949
196,3760832.351
197,3487839.506
198,3726249.093
199,4589523.079
200,3804640.489
201,3726249.093
202,3987028.121
203,4679763.413
204,4028393.242
205,4700994.954
206,5232679.998
207,3813261.328
208,4909851.438
209,3897048.873
210,3977312.664
211,3910145.869
212,3507490.82
213,3456071.454
214,5342078.911
215,3374119.704
216,3847633.759
217,4804288.379
218,4255662.206
219,3381765.036
220,4809536.572
221,4583340.849
222,4187626.272
223,3897048.873
224,4604947.307
225,3760832.351
226,3547752.104
227,4368168.581
228,3535868.942
229,4735955.459
230,3932176.558
231,5311937.296
232,3808124.746
233,3605392.068
234,3535868.942
235,3869994.958
236,4788196.461
237,3897048.873
238,3584559.77
239,3760832.351
240,3613561.435
241,3651051.867
242,3420583.157
243,3597067.212
244,4422921.942
245,3756397.127
246,3813261.328
247,3838935.213
248,3852823.632
249,3735351.272
250,3456071.454
251,3847633.759
252,4274251.843
253,3897048.873
254,4140103.445
255,3855858.167
256,4943780.582
257,3663322.13
258,3638822.703
259,3937480.466
260,3692961.039
261,3646133.787
262,3977312.664
263,3655040.267
264,3335828.868
265,4383584.937
266,3692961.039
267,4836634.641
268,3954871.47
269,4028393.242
270,3495742.513
271,3412850.067
272,5204281.123
273,3817426.925
274,3655040.267
275,5023215.359
276,4245292.151
277,3923286.882
278,3901305.999
279,4832209.345
280,4314264.976
281,3584559.77
282,3456071.454
283,3813261.328
284,4130743.697
285,3409125.946
286,4187626.272
287,3572553.32
288,3726249.093
289,3495742.513
290,3722362.999
291,3735351.272
292,3420583.157
293,3843467.891
294,3883995.744
295,5318633.091
296,4782590.325
297,4776759.742
298,4995071.94
299,5023215.359
300,3756397.127
301,3756397.127
302,4433902.605
303,4716793.81
304,3655040.267
305,5617478.13
306,3701328.826
307,3786789.079
308,3412850.067
309,3897048.873
310,3705372.148
311,3928578.799
312,3576455.969
313,4287859.954
314,3479647.397
315,3604756.029
316,3452025.002
317,3901305.999
318,3996062.227
319,3646133.787
320,3625705.702
321,3467686.437
322,3735351.272
323,3977312.664
324,3891799.427
325,3687986.506
326,4314264.976
327,4195669.871
328,4074633.787
329,3901305.999
330,3452025.002
331,5156879.322
332,4130743.697
333,4409060.911
334,5175123.252
335,3972972.598
336,3638822.703
337,3791227.941
338,3584559.77
339,3576455.969
340,3722182.989
341,3950713.343
342,4102429.315
343,5000486.011
344,4690367.17
345,3731275.236
346,3625705.702
347,3891799.427
348,3335828.868
349,4809536.572
350,3795369.469
351,4673832.157
352,4245292.151
353,3646133.787
354,3613561.435
355,3675633.63
356,4597933.02
357,3726249.093
358,3910145.869
359,4130743.697
360,4287859.954
361,4389497.726
362,3692961.039
363,3617797.239
364,4060269.427
365,3547752.104
366,3409125.946
367,3520180.146
368,3618116.395
369,4589523.079
370,3613561.435
371,3847633.759
372,4690367.17
373,5186849.432
374,3584559.77
375,3838935.213
376,3718777.365
377,3604756.029
378,4966209.938
379,3735351.272
380,3756397.127
381,3852823.632
382,3459846.858
383,4886814.367
384,3625705.702
385,5318633.091
386,3596606.569
387,3891799.427
388,3764908.651
389,4341606.676
390,4809536.572
391,3625385.876
392,3625705.702
393,4197855.466
394,3869994.958
395,3507490.82
396,4102394.421
397,4754956.062
398,4642204.64
399,3923286.882
400,3800488.845
401,4832209.345
402,3503523.793
403,5127987.028
404,3688931.26
405,3655040.267
406,3977312.664
407,3982677.454
408,3409125.946
409,3651051.867
410,3495742.513
411,3675633.63
412,3848312.653
413,5109254.89
414,5227222.852
415,3900118.241
416,4221507.179
417,3420583.157
418,3817426.925
419,3547752.104
420,3705372.148
421,4144626.083
422,4532488.09
423,4019286.044
424,3869994.958
425,3826076.736
426,3817426.925
427,3495742.513
428,5197477.933
429,3416850.598
430,3520180.146
431,3774105.265
432,3420583.157
433,3675633.63
434,3584559.77
435,3830256.332
436,3687986.506
437,3524025.582
438,3527875.219
439,3808124.746
440,3891799.427
441,3705372.148
442,4626655.62
443,5311937.296
444,3812621.046
445,3987028.121
446,5023215.359
447,3701328.826
448,4037521.076
449,4154017.286
450,4051090.164
451,3564476.663
452,3499561.253
453,4294022.403
454,5104827.023
455,3651051.867
456,3452025.002
457,3688931.26
458,4149685.074
459,3560587.087
460,5034597.335
461,3705372.148
462,5023215.359
463,3452025.002
464,3847633.759
465,3495742.513
466,3982677.454
467,3495742.513
468,4135620.917
469,3722362.999
470,3857032.447
471,4102592.818
472,3638822.703
473,3817426.925
474,4771547.316
475,3613561.435
476,3928578.799
477,4382075.699
478,3941781.76
479,4700994.954
480,3882161.296
481,4064704.855
482,3507490.82
483,3972972.598
484,5275946.888
485,3576455.969
486,3786789.079
487,3726249.093
488,4645636.234
489,3572553.32
490,3869994.958
491,3601457.845
492,3786789.079
493,4287859.954
494,3847633.759
495,3813261.328
496,3786789.079
497,3527875.219
498,3692961.039
499,3655040.267
500,3692961.039
501,3420583.157
502,3774105.265
503,4269964.412
504,3675633.63
505,3655040.267
506,3646133.787
507,3812621.046
508,3343387.438
509,3847633.759
510,3982008.726
511,5204281.123
512,3409125.946
513,5127987.028
514,3642797.744
515,3381765.036
516,3568370.489
517,4373674.738
518,4159620.424
519,3838935.213
520,3600822.499
521,4754956.062
522,5023215.359
523,4197114.908
524,4832209.345
525,5162512.684
526,3487839.506
527,5197477.933
528,4781746.612
529,3817426.925
530,3601457.845
531,3547752.104
532,4130743.697
533,3857032.447
534,3705372.148
535,3857032.447
536,3735351.272
537,3600853.127
538,3609618.297
539,4397541.136
540,4159620.424
541,3563847.842
542,3596606.569
543,3765572.949
544,3655040.267
545,4083866.396
546,3381765.036
547,3576455.969
548,3543880.778
549,3941781.76
550,3813261.328
551,3982677.454
552,3600822.499
553,4771547.316
554,4192570.654
555,3977312.664
556,3560587.087
557,3959665.164
558,3638822.703
559,3684612.17
560,3735351.272
561,4009491.982
562,3495742.513
563,4102429.315
564,3428333.769
565,3891799.427
566,3564476.663
567,3869994.958
568,3731275.236
569,3503523.793
570,3726249.093
571,3923286.882
572,4197855.466
573,3996062.227
574,3857032.447
575,3484033.556
576,4154017.286
577,3625705.702
578,3918347.732
579,4195669.871
580,3576455.969
581,3739729.838
582,4201699.826
583,3543880.778
584,3808124.746
585,4679763.413
586,3572553.32
587,3613561.435
588,4744206.286
589,3918347.732
590,3625705.702
591,3743815.11
592,4019286.044
593,3576455.969
594,3613561.435
595,3601457.845
596,3751668.08
597,3675633.63
598,3693108.223
599,3987028.121
600,5246387.498
601,4009491.982
602,5006589.677
603,3527875.219
604,3381765.036
605,3459846.858
606,3535868.942
607,3642797.744
608,3456071.454
609,3743815.11
610,4245292.151
611,3374119.704
612,4537439.369
613,3735351.272
614,4409060.911
615,3297972.572
616,4255662.206
617,3705372.148
618,4154017.286
619,3940581.679
620,3817426.925
621,4836634.641
622,3847633.759
623,3663322.13
624,3527875.219
625,4392742.515
626,5204281.123
627,3838935.213
628,3722839.748
629,3507490.82
630,5051517.345
631,3910145.869
632,4373674.738
633,4314264.976
634,3412850.067
635,3751668.08
636,3955029.093
637,3941781.76
638,3816264.704
639,4195669.871
640,4000427.515
641,3936472.058
642,3444054.271
643,4004444.307
644,3752298.125
645,3638822.703
646,3705372.148
647,3651051.867
648,3629986.617
649,3679973.496
650,3605392.068
651,3659324.693
652,5246387.498
653,4966209.938
654,3547752.104
655,3869994.958
656,3684612.17
657,4245292.151
658,4284863.406
659,3848312.653
660,5204281.123
661,5051517.345
662,4051090.164
663,5029103.555
664,3941781.76
665,3584559.77
666,4041931.654
667,3679973.496
668,3663322.13
669,3609618.297
670,5175123.252
671,3838935.213
672,3625705.702
673,3857032.447
674,5023215.359
675,3576455.969
676,3675633.63
677,3499561.253
678,3688931.26
679,4005116.802
680,3804640.489
681,3977312.664
682,3456071.454
683,4195669.871
684,4130743.697
685,4115654.412
686,3596606.569
687,3409125.946
688,4294022.403
689,3523403.897
690,3722182.989
691,3428333.769
692,3576455.969
693,3576455.969
694,3499561.253
695,3381765.036
696,3813261.328
697,3735351.272
698,4374795.145
699,3600822.499
700,4469776.064
701,4626655.62
702,3932176.558
703,4932365.385
704,4469776.064
705,4706130.309
706,3786789.079
707,3795369.469
708,3705372.148
709,3613561.435
710,3642797.744
711,4994190.742
712,3813261.328
713,3888238.611
714,4005116.802
715,4679763.413
716,3564476.663
717,3621749.312
718,3843621.073
719,3923286.882
720,4159620.424
721,5318633.091
722,3786789.079
723,3459846.858
724,4690367.17
725,3731275.236
726,3420583.157
727,3543880.778
728,3786455.044
729,3625705.702
730,3572553.32
731,3693108.223
732,3726068.896
733,4154017.286
734,3543880.778
735,3817426.925
736,3499561.253
737,4690367.17
738,3499561.253
739,3684612.17
740,4022966.872
741,4140103.445
742,4054638.52
743,3735351.272
744,5162512.684
745,5149727.602
746,3556104.552
747,4245292.151
748,3977312.664
749,4083866.396
750,5023215.359
751,4197855.466
752,3625705.702
753,3409125.946
754,3642797.744
755,3456071.454
756,3572553.32
757,4478361.616
758,3547752.104
759,3923286.882
760,3495742.513
761,3491927.939
762,3515438.355
763,3709747.127
764,3955029.093
765,4531327.297
766,3857032.447
767,3547752.104
768,4589523.079
769,3918347.732
770,3613561.435
771,3651051.867
772,3848312.653
773,3621749.312
774,3901305.999
775,3705372.148
776,3495742.513
777,3813261.328
778,3861245.859
779,3937480.466
780,3547752.104
781,3692961.039
782,5145220.897
783,3547752.104
784,4836400.746
785,3600853.127
786,5051517.345
787,3743815.11
788,4744206.286
789,3955029.093
790,3487839.506
791,5204281.123
792,3928578.799
793,3409125.946
794,3651051.867
795,3786789.079
796,3452025.002
797,4150216.554
798,3642797.744
799,3791227.941
800,5023215.359
801,3576455.969
802,3722362.999
803,3857032.447
804,4788196.461
805,4164164.383
806,5391873.545
807,4754956.062
808,3638822.703
809,3487839.506
810,3826076.736
811,4887676.619
812,3910145.869
813,4637139.041
814,3381765.036
815,3735351.272
816,3584559.77
817,3576455.969
818,3897048.873
819,3539731.517
820,3865122.9
821,3847633.759
822,3655040.267
823,3692961.039
824,3760832.351
825,3932870.369
826,3834746.146
827,3459846.858
828,4409060.911
829,3613561.435
830,4069504.102
831,3923286.882
832,3977312.664
833,4221134.797
834,3955029.093
835,3973673.608
836,3335828.868
837,5116393.921
838,3718777.365
839,3335828.868
840,3735351.272
841,3456071.454
842,3847633.759
843,3757359.405
844,4018576.988
845,4534496.206
846,4054638.52
847,4284863.406
848,3564476.663
849,3604756.029
850,3751668.08
851,3576455.969
852,4809536.572
853,3381765.036
854,3625561.204
855,3495742.513
856,4912851.657
857,3735021.775
858,3563847.842
859,3910145.869
860,3709715.573
861,3786789.079
862,3543880.778
863,4626655.62
864,3808124.746
865,3927885.745
866,4485946.725
867,3499561.253
868,3817426.925
869,4294022.403
870,3374119.704
871,3735351.272
872,3663322.13
873,3982677.454
874,4478361.616
875,3499561.253
876,3475543.78
877,5204281.123
878,3456071.454
879,5204281.123
880,3638822.703
881,3982677.454
882,4349170.481
883,4019286.044
884,4028393.242
885,4115654.412
886,3718777.365
887,3954871.47
888,3551910.767
889,3865122.9
890,3646133.787
891,4019286.044
892,4130743.697
893,3730139.244
894,3996062.227
895,4255662.206
896,3817426.925
897,3774105.265
898,3826076.736
899,3808124.746
900,3928578.799
901,3869994.958
902,4854132.515
903,3663322.13
904,3420583.157
905,3621749.312
906,4429845.79
907,3857032.447
908,3869994.958
909,3520180.146
910,3786789.079
911,5092387.751
912,3572553.32
913,3646133.787
914,3600822.499
915,3808124.746
916,3374119.704
917,4914781.373
918,3604756.029
919,3959698.844
920,3651051.867
921,3499561.253
922,4210477.435
923,3722362.999
924,3891799.427
925,4809536.572
926,3869994.958
927,3726249.093
928,4041931.654
929,3932870.369
930,3813261.328
931,3420583.157
932,3705372.148
933,4051090.164
934,3941781.76
935,3584559.77
936,3499561.253
937,3692961.039
938,3882161.296
939,4809536.572
940,4051090.164
941,3987028.121
942,3782021.771
943,3869994.958
944,3869994.958
945,3432381.645
946,4097591.239
947,3817426.925
948,3782656.914
949,3601457.845
950,4115654.412
951,3655040.267
952,3499561.253
953,3696995.221
954,4130379.322
955,4143729.767
956,4373674.738
957,4154017.286
958,4027166.792
959,3655040.267
960,5080875.125
961,3901305.999
962,3705372.148
963,5092387.751
964,4875766.492
965,3499561.253
966,3972972.598
967,3955029.093
968,3564476.663
969,3527875.219
970,3520180.146
971,3765572.949
972,3600853.127
973,3456071.454
974,3551910.767
975,3495742.513
976,3499561.253
977,3847633.759
978,3625705.702
979,5246387.498
980,3941781.76
981,3374119.704
982,4159620.424
983,4490847.162
984,4706130.309
985,4780100.29
986,3751668.08
987,4382075.699
988,4914781.373
989,3941781.76
990,3726249.093
991,3412850.067
992,4706130.309
993,3901305.999
994,5311937.296
995,3420583.157
996,3625705.702
997,4009491.982
998,3596606.569
999,5246387.498
1000,3524025.582
1001,3638822.703
1002,3941781.76
1003,4368168.581
1004,3891799.427
1005,4121405.11
1006,5227222.852
1007,4010005.506
1008,3499561.253
1009,3543880.778
1010,3769986.941
1011,5275946.888
1012,3601457.845
1013,4130743.697
1014,3972972.598
1015,4130743.697
1016,3786789.079
1017,3807940.59
1018,4159620.424
1019,3551910.767
1020,3743815.11
1021,3572553.32
1022,3730648.721
1023,3751668.08
1024,4251018.404
1025,4255662.206
1026,4382075.699
1027,3600822.499
1028,3786789.079
1029,3642797.744
1030,4041931.654
1031,3524025.582
1032,3370437.846
1033,5133588.828
1034,4780100.29
1035,3941781.76
1036,3861245.859
1037,3982677.454
1038,4005116.802
1039,4864743.593
1040,3901305.999
1041,3547752.104
1042,3452025.002
1043,4004444.307
1044,3919005.769
1045,4178159.088
1046,4216900.647
1047,3838935.213
1048,4028393.242
1049,3918158.245
1050,4576763.192
1051,3547752.104
1052,3684612.17
1053,3804640.489
1054,4836634.641
1055,3409125.946
1056,5318633.091
1057,4009491.982
1058,3456071.454
1059,3675633.63
1060,3901305.999
1061,4010005.506
1062,4074633.787
1063,3739729.838
1064,3923286.882
1065,3467686.437
1066,5051517.345
1067,3918347.732
1068,3782656.914
1069,3808124.746
1070,3756397.127
1071,3987028.121
1072,4195669.871
1073,4294022.403
1074,4130379.322
1075,4156922.329
1076,4788196.461
1077,3613561.435
1078,3564476.663
1079,4464148.922
1080,3543880.778
1081,4207367.28
1082,3495742.513
1083,3786789.079
1084,3444495.375
1085,3374119.704
1086,3977312.664
1087,3928578.799
1088,4832209.345
1089,3718777.365
1090,3955029.093
1091,3625705.702
1092,3705372.148
1093,3782656.914
1094,4887676.619
1095,3765572.949
1096,3335828.868
1097,3901305.999
1098,3547752.104
1099,3756397.127
1100,3882161.296
1101,5023215.359
1102,3684612.17
1103,3897048.873
1104,3735351.272
1105,3982677.454
1106,3543880.778
1107,4130579.072
1108,3982677.454
1109,3954680.217
1110,3663322.13
1111,4005116.802
1112,3897048.873
1113,3499561.253
1114,3651051.867
1115,3527875.219
1116,3596606.569
1117,4009491.982
1118,3972972.598
1119,3499561.253
1120,5023215.359
1121,3335828.868
1122,4074633.787
1123,3646133.787
1124,3751486.653
1125,3869994.958
1126,3838935.213
1127,3381765.036
1128,3918347.732
1129,4780100.29
1130,3817426.925
1131,3891799.427
1132,4626655.62
1133,3507490.82
1134,4004444.307
1135,3409125.946
1136,3918347.732
1137,3539731.517
1138,4744206.286
1139,3838935.213
1140,4754956.062
1141,4341606.676
1142,4234778.587
1143,3576455.969
1144,3527875.219
1145,3617797.239
1146,3918347.732
1147,4915214.947
1148,3572553.32
1149,3977312.664
1150,3967462.757
1151,3374119.704
1152,3576455.969
1153,3838935.213
1154,3765572.949
1155,3524025.582
1156,4349170.481
1157,4597933.02
1158,4245292.151
1159,3967462.757
1160,3847633.759
1161,4144626.083
1162,3891799.427
1163,3973673.608
1164,4443380.177
1165,4626655.62
1166,3838935.213
1167,4111362.208
1168,3452025.002
1169,4744206.286
1170,3941781.76
1171,3543880.778
1172,3374119.704
1173,4373674.738
1174,3642797.744
1175,3813261.328
1176,4490847.162
1177,3808124.746
1178,4054638.52
1179,4205882.939
1180,5445938.19
1181,3743815.11
1182,3891799.427
1183,3547752.104
1184,3564476.663
1185,3499561.253
1186,3955029.093
1187,4014900.177
1188,3808124.746
1189,3982677.454
1190,3869994.958
1191,3683962.155
1192,3683962.155
1193,3464208.058
1194,3891799.427
1195,3838935.213
1196,3684612.17
1197,4039988.248
1198,3769986.941
1199,3642797.744
1200,5051517.345
1201,3786455.044
1202,3507490.82
1203,3456071.454
1204,3600853.127
1205,3499561.253
1206,3756397.127
1207,4739029.382
1208,3743815.11
1209,4178159.088
1210,3547752.104
1211,3646133.787
1212,4690367.17
1213,3838935.213
1214,3821901.7
1215,3592681.933
1216,3918347.732
1217,3600853.127
1218,3547752.104
1219,3932870.369
1220,4150216.554
1221,4111362.208
1222,5318633.091
1223,3747904.844
1224,5023215.359
1225,4041931.654
1226,3499561.253
1227,3977312.664
1228,3897048.873
1229,4881717.923
1230,4130743.697
1231,4005116.802
1232,3409125.946
1233,4234778.587
1234,4373674.738
1235,3613561.435
1236,3687986.506
1237,3564476.663
1238,4443380.177
1239,4060269.427
1240,3967462.757
1241,3503663.427
1242,4009491.982
1243,3782656.914
1244,3786789.079
1245,3834102.257
1246,3613561.435
1247,3891799.427
1248,3374119.704
1249,3756397.127
1250,3982677.454
1251,3572553.32
1252,3646133.787
1253,3914417.303
1254,3543880.778
1255,3800488.845
1256,4027166.792
1257,3642155.106
1258,3869994.958
1259,3897048.873
1260,3857032.447
1261,4604947.307
1262,5885731.437
1263,3420583.157
1264,3655040.267
1265,3484033.556
1266,4028393.242
1267,5318633.091
1268,3629986.617
1269,3543880.778
1270,3484033.556
1271,4954982.569
1272,4250304.619
1273,3409125.946
1274,3467686.437
1275,4604947.307
1276,3576455.969
1277,3499561.253
1278,4589523.079
1279,3642797.744
1280,3576455.969
1281,3572553.32
1282,3651051.867
1283,3409125.946
1284,5204281.123
1285,5046249.132
1286,3452025.002
1287,3613561.435
1288,3646133.787
1289,3420583.157
1290,3646133.787
1291,3600822.499
1292,4875766.492
1293,3869994.958
1294,4022966.872
1295,3735351.272
1296,4744206.286
1297,4074633.787
1298,3555790.866
1299,4690367.17
1300,3786789.079
1301,3613561.435
1302,4909851.438
1303,4064704.855
1304,3456071.454
1305,3838935.213
1306,4255662.206
1307,3808124.746
1308,4842345.315
1309,3444495.375
1310,5246387.498
1311,3817426.925
1312,3507490.82
1313,4255662.206
1314,3675633.63
1315,3910145.869
1316,3735351.272
1317,5034597.335
1318,5204281.123
1319,4130743.697
1320,3869994.958
1321,3655040.267
1322,3651051.867
1323,3638822.703
1324,4359025.156
1325,3483587.388
1326,3646133.787
1327,3760982.239
1328,3812621.046
1329,3918347.732
1330,4314264.976
1331,3564476.663
1332,3918347.732
1333,3675633.63
1334,3722839.748
1335,3576455.969
1336,3487839.506
1337,3891799.427
1338,3487839.506
1339,3576455.969
1340,3613561.435
1341,3977312.664
1342,3584559.77
1343,3448258.133
1344,4836634.641
1345,3452025.002
1346,3752298.125
1347,3535868.942
1348,3996062.227
1349,4028393.242
1350,4314264.976
1351,4642204.64
1352,3847633.759
1353,4576763.192
1354,3584559.77
1355,3499561.253
1356,4294022.403
1357,3772956.233
1358,4245292.151
1359,3484033.556
1360,3799515.521
1361,3891799.427
1362,3865771.998
1363,3774105.265
1364,3705372.148
1365,4255662.206
1366,3596606.569
1367,3705372.148
1368,4187626.272
1369,4245292.151
1370,3954871.47
1371,3739729.838
1372,5391873.545
1373,4443380.177
1374,3613561.435
1375,4287859.954
1376,3817426.925
1377,3813261.328
1378,3596606.569
1379,3646133.787
1380,4937514.704
1381,4221507.179
1382,3923789.365
1383,4744206.286
1384,4150216.554
1385,4054638.52
1386,3688931.26
1387,4197855.466
1388,4327827.992
1389,3535868.942
1390,3817426.925
1391,4723156.048
1392,3808796.669
1393,4197114.908
1394,4130743.697
1395,3795369.469
1396,3774105.265
1397,3891799.427
1398,3747904.844
1399,3735351.272
1400,4248261.025
1401,3923286.882
1402,3977312.664
1403,3987028.121
1404,3448258.133
1405,3869994.958
1406,3642797.744
1407,5023215.359
1408,4051090.164
1409,3756397.127
1410,3726249.093
1411,4679763.413
1412,3547752.104
1413,4954982.569
1414,3651051.867
1415,3638356.713
1416,3972972.598
1417,3696995.221
1418,4159620.424
1419,5023215.359
1420,4143729.767
1421,3891799.427
1422,3576455.969
1423,3891799.427
1424,4782590.325
1425,3760832.351
1426,3551940.979
1427,3705372.148
1428,3941781.76
1429,3448258.133
1430,3808124.746
1431,3888238.611
1432,4744206.286
1433,4690367.17
1434,3560587.087
1435,4679763.413
1436,3692961.039
1437,4221134.797
1438,4150216.554
1439,3803969.3
1440,4130743.697
1441,3923286.882
1442,3412850.067
1443,3918347.732
1444,3638822.703
1445,3918158.245
1446,3891799.427
1447,3692961.039
1448,3760832.351
1449,5023215.359
1450,3977312.664
1451,4221507.179
1452,3843621.073
1453,3804640.489
1454,4064704.855
1455,3817426.925
1456,4576763.192
1457,4188162.611
1458,4343695.173
1459,3576455.969
1460,3560587.087
1461,3982677.454
1462,3918347.732
1463,3584875.994
1464,3651051.867
1465,3646133.787
1466,4439883.265
1467,5051517.345
1468,3774105.265
1469,3955029.093
1470,3950049.982
1471,3543880.778
1472,4115654.412
1473,3520180.146
1474,4706130.309
1475,3855671.702
1476,4478361.616
1477,4594536.663
1478,3596606.569
1479,4192570.654
1480,4373674.738
1481,3576455.969
1482,4164164.383
1483,3817426.925
1484,4531327.297
1485,4130379.322
1486,3817426.925
1487,5318633.091
1488,3584559.77
1489,4820434.379
1490,3459846.858
1491,3693108.223
1492,3786455.044
1493,3675633.63
1494,4742761.905
1495,3891799.427
1496,3726249.093
1497,3604756.029
1498,3459846.858
1499,3663322.13
1500,4028393.242
1501,3726249.093
1502,4254160.827
1503,3692961.039
1504,5023215.359
1505,3895862.41
1506,3722839.748
1507,3765572.949
1508,3774105.265
1509,4097591.239
1510,3456071.454
1511,3705372.148
1512,3923286.882
1513,3918347.732
1514,4130743.697
1515,4479904.016
1516,5023215.359
1517,3891799.427
1518,4064704.855
1519,4836634.641
1520,3923286.882
1521,4022966.872
1522,4836634.641
1523,3786789.079
1524,5034597.335
1525,3547752.104
1526,4287859.954
1527,4887676.619
1528,3503663.427
1529,4327827.992
1530,3572553.32
1531,3972972.598
1532,3576455.969
1533,3735351.272
1534,4284692.639
1535,4154017.286
1536,4201699.826
1537,3940391.116
1538,3735351.272
1539,3786789.079
1540,3687986.506
1541,3655040.267
1542,4097591.239
1543,4074633.787
1544,4836634.641
1545,3467686.437
1546,3535868.942
1547,3560587.087
1548,4187626.272
1549,3817426.925
1550,3838935.213
1551,4130743.697
1552,3527875.219
1553,3817426.925
1554,3507490.82
1555,5103926.463
1556,3625705.702
1557,4248261.025
1558,3503523.793
1559,3774105.265
1560,4754956.062
1561,5051517.345
1562,3412850.067
1563,3795369.469
1564,3910145.869
1565,4576763.192
1566,3459846.858
1567,3456071.454
1568,3374119.704
1569,4576763.192
1570,3572553.32
1571,3955029.093
1572,4338572.568
1573,3638180.766
1574,3774105.265
1575,4995071.94
1576,3625705.702
1577,3456071.454
1578,3897048.873
1579,3730648.721
1580,3495742.513
1581,3688931.26
1582,3543880.778
1583,4653133.75
1584,5051517.345
1585,3751668.08
1586,3535868.942
1587,4240659.664
1588,3765572.949
1589,3507490.82
1590,3487839.506
1591,4173968.046
1592,4378801.545
1593,3901305.999
1594,3977312.664
1595,4009491.982
1596,3420583.157
1597,3769986.941
1598,3625385.876
1599,3499561.253
1600,3977312.664
1601,3692961.039
1602,4780100.29
1603,3596606.569
1604,4531327.297
1605,3774105.265
1606,3634241.675
1607,3613561.435
1608,4054638.52
1609,4645636.234
1610,4182354.338
1611,3722182.989
1612,3804640.489
1613,3735351.272
1614,3977312.664
1615,3684287.148
1616,4579147.306
1617,3786455.044
1618,5311937.296
1619,4848449.18
1620,3803969.3
1621,3869994.958
1622,3600822.499
1623,3751668.08
1624,4216192.591
1625,4576763.192
1626,4294022.403
1627,4744206.286
1628,3869653.584
1629,4004444.307
1630,4522241.259
1631,4706130.309
1632,3808124.746
1633,4836634.641
1634,3996062.227
1635,3918347.732
1636,3941781.76
1637,4966209.938
1638,3484033.556
1639,4182152.083
1640,3765572.949
1641,3547752.104
1642,3891799.427
1643,3743815.11
1644,3495742.513
1645,4359025.156
1646,4107600.503
1647,4221338.936
1648,3456071.454
1649,3495742.513
1650,4221338.936
1651,4314264.976
1652,3448258.133
1653,3764726.584
1654,3409125.946
1655,3535868.942
1656,3621749.312
1657,3731275.236
1658,3918347.732
1659,3910145.869
1660,4054638.52
1661,3625705.702
1662,3955029.093
1663,3774105.265
